id,pid,ms_subclass,ms_zoning,lot_frontage,lot_area,street,alley,lot_shape,land_contour,utilities,lot_config,land_slope,neighborhood,condition_1,condition_2,bldg_type,house_style,overall_cond,roof_style,roof_matl,exterior_1st,exterior_2nd,mas_vnr_type,mas_vnr_area,exter_cond,foundation,bsmt_exposure,total_bsmt_sf,heating,heating_qc,central_air,electrical,gr_liv_area,bedroom_abvgr,kitchen_abvgr,kitchen_qual,totrms_abvgrd,functional,fireplaces,fireplace_qu,garage_type,garage_finish,garage_cars,garage_area,paved_drive,wood_deck_sf,pool_area,fence,misc_val,mo_sold,sale_type,saleprice,Feedr,Norm,PosA,PosN,RRAe,RRAn,RRNe,RRNn,Blueste,BrDale,BrkSide,ClearCr,CollgCr,Crawfor,Edwards,Gilbert,Greens,IDOTRR,MeadowV,Mitchel,NAmes,NPkVill,NWAmes,NoRidge,NridgHt,OldTown,SWISU,Sawyer,SawyerW,Somerst,StoneBr,Timber,Veenker,2fmCon,Duplex,Twnhs,TwnhsE,AsphShn,BrkComm,BrkFace,CBlock,CemntBd,HdBoard,MetalSd,Plywood,Stone,Stucco,VinylSd,Wd Sdng,WdShing,CBlock.1,PConc,Slab,Stone.1,Wood,Tar&Grv,WdShake,WdShngl,NoSewr,Feedr.1,Norm.1,PosA.1,PosN.1,RRAe.1,RRAn.1,RRNe.1,RRNn.1,overall_qual_cond,basement_cond,2nd_story,total_bath,total_porch_sf,neighborhood_price_rank,updated,garage_age,garage_qual_cond,house_age,land_house_ratio,has_pool,has_fireplace,meltdown,lot_frontage_outliers,lot_area_outliers,mas_vnr_area_outliers,total_bsmt_sf_outliers,gr_liv_area_outliers,garage_area_outliers
1044,527451290,160,RM,21.0,1680,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,232.0,2,CBlock,,483.0,GasA,2,1,SBrkr,987,2,1,2,4,3,0,0,Detchd,Unf,1.0,264.0,1,0,0,0,0,7,COD,85400,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4.0,2.5,1,1.5,0,25,0,37.0,2.0,37,1.702127659574468,0,0,0,0,0,0,0,0,0
2752,906380150,20,RL,64.0,7488,Pave,0,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,PConc,,1208.0,GasA,4,1,SBrkr,1208,2,1,3,6,3,0,0,Attchd,RFn,2.0,632.0,1,105,0,0,0,2,WD,183600,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.0,3.0,0,2.0,58,9,0,1.0,2.0,1,6.198675496688741,0,0,0,0,0,0,0,0,0
807,906226060,70,RL,120.0,26400,Pave,0,Reg,Bnk,AllPub,FR2,Gtl,SawyerW,Feedr,Norm,1Fam,2Story,7,Gable,CompShg,HdBoard,HdBoard,None,0.0,2,PConc,,0.0,GasA,4,1,SBrkr,2016,4,1,2,7,0,1,1,Attchd,Unf,2.0,576.0,0,0,0,0,0,6,WD,131000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.0,,1,1.0,0,14,127,109.0,2.0,129,13.095238095238097,0,1,0,1,1,1,1,1,1
1177,533236070,160,FV,24.0,2645,Pave,1,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,5,Gable,CompShg,MetalSd,MetalSd,BrkFace,456.0,2,PConc,,960.0,GasA,4,1,SBrkr,1607,3,1,3,7,3,0,0,Detchd,Unf,2.0,480.0,1,169,0,0,0,12,ConLD,200000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.5,3.0,1,3.5,0,6,1,8.0,2.0,9,1.645924082140635,0,0,0,0,0,0,0,0,0
1480,907418040,20,RL,74.0,9627,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,PConc,,1351.0,GasA,4,1,SBrkr,1361,3,1,3,6,3,0,0,Attchd,RFn,2.0,610.0,1,0,0,0,0,6,WD,193000,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.0,3.0,0,2.0,50,9,0,1.0,2.0,1,7.073475385745775,0,0,0,0,0,0,0,0,0
324,923202105,20,RL,93.0,10114,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,PConc,,1430.0,GasA,4,1,SBrkr,1430,3,1,3,7,3,0,0,Attchd,RFn,2.0,624.0,1,0,0,0,0,3,WD,173500,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.5,2.0,0,2.0,0,15,1,6.0,2.0,6,7.072727272727272,0,0,0,0,0,0,0,0,0
1311,902301140,70,RM,34.0,4571,Pave,1,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,Gable,CompShg,AsbShng,AsbShng,None,0.0,2,BrkTil,,624.0,GasA,1,0,SBrkr,1344,4,1,2,7,3,0,0,Detchd,Unf,3.0,513.0,1,0,0,0,0,5,COD,98000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.5,1.5,1,1.0,96,24,34,92.0,1.0,92,3.4010416666666665,0,0,0,0,0,0,0,0,0
770,905101490,20,RL,80.0,8816,Pave,0,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,6,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,PConc,,1121.0,GasA,2,1,SBrkr,1121,3,1,2,5,3,0,0,Detchd,Unf,2.0,480.0,1,0,0,1,0,6,WD,139000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.5,2.0,0,2.0,80,19,0,46.0,2.0,46,7.864406779661017,0,0,0,0,0,0,0,0,0
2063,905107140,20,RL,71.0,8197,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,Gable,CompShg,Plywood,Plywood,BrkFace,148.0,2,CBlock,,660.0,GasA,4,1,SBrkr,1285,3,1,2,7,3,1,1,Attchd,RFn,2.0,528.0,1,138,0,1,0,4,WD,143500,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4.0,1.5,0,1.5,0,19,0,30.0,2.0,30,6.3789883268482495,0,1,0,0,0,0,0,0,0
69,528458070,60,FV,72.0,8640,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,PConc,,756.0,GasA,4,1,SBrkr,1547,3,1,3,7,3,0,0,Attchd,Unf,2.0,614.0,1,169,0,0,0,6,Con,215200,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4.5,3.0,1,2.5,45,6,0,1.0,2.0,1,5.585003232062055,0,0,0,0,0,0,0,0,0
2062,905106150,20,RL,109.0,8724,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,CBlock,,894.0,GasA,3,1,SBrkr,894,3,1,2,5,3,1,1,Attchd,Fin,2.0,450.0,1,0,0,0,0,5,WD,129000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.5,2.5,0,1.0,0,19,0,39.0,2.0,39,9.758389261744966,0,1,0,0,0,0,0,0,0
351,527131030,120,RL,40.0,5664,Pave,0,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,5,Gable,CompShg,CemntBd,CmentBd,None,0.0,2,PConc,,1501.0,GasA,4,1,SBrkr,1659,2,1,4,5,3,1,1,Attchd,Fin,2.0,499.0,1,212,0,0,0,10,WD,278000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.5,3.0,0,3.0,59,0,0,9.0,2.0,9,3.4141048824593128,0,1,0,0,0,0,0,0,0
2393,528142010,60,RL,103.0,12867,Pave,0,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,5,Gable,CompShg,CemntBd,CmentBd,,0.0,2,PConc,,1209.0,GasA,4,1,SBrkr,2253,3,1,4,8,3,1,1,Attchd,Fin,2.0,575.0,1,243,0,0,0,7,New,344133,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.5,2.0,1,2.5,142,1,1,1.0,2.0,1,5.711051930758988,0,1,1,0,0,0,0,0,0
12,527165230,20,RL,69.05520046484602,7980,Pave,0,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,7,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,PConc,,1168.0,GasA,4,1,SBrkr,1187,3,1,2,6,3,0,0,Attchd,Fin,2.0,420.0,1,483,0,1,500,3,WD,185000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4.0,2.75,0,3.0,21,12,15,18.0,2.0,18,6.722830665543387,0,0,0,0,0,0,0,0,0
2339,527250040,190,RL,100.0,34650,Pave,0,Reg,Bnk,AllPub,Inside,Gtl,Gilbert,Norm,Norm,2fmCon,1Story,5,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,CBlock,,1056.0,GasA,2,0,SBrkr,1056,3,1,2,5,3,0,0,Attchd,Fin,2.0,572.0,1,264,0,0,0,1,WD,145000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.5,2.0,0,2.0,0,12,0,51.0,2.0,51,32.8125,0,0,0,0,0,0,0,0,0
624,535104120,20,RL,92.0,10573,Pave,0,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,Hip,CompShg,MetalSd,MetalSd,BrkFace,3.0,2,CBlock,,1453.0,GasA,4,1,SBrkr,1453,3,1,2,6,3,1,1,Attchd,RFn,2.0,530.0,1,0,0,1,0,4,WD,187500,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4.0,2.0,0,3.0,337,16,0,48.0,2.0,48,7.276668960770819,0,1,0,0,0,0,0,0,0
86,532376160,20,RL,65.0,8450,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,RRAe,Norm,1Fam,1Story,8,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,CBlock,,894.0,GasA,4,1,SBrkr,894,3,1,2,5,3,1,1,Detchd,Unf,1.0,336.0,1,416,0,1,0,4,WD,138500,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.5,3.5,0,2.0,144,19,44,37.0,2.0,45,9.451901565995524,0,1,0,0,0,0,0,0,0
1534,909277040,50,RL,69.05520046484602,11700,Pave,1,IR1,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,1Fam,1.5Fin,6,Gable,CompShg,WdShing,Wd Shng,None,0.0,2,CBlock,,942.0,GasA,4,1,SBrkr,1938,4,1,3,7,1,1,1,Detchd,Unf,1.0,240.0,1,0,0,0,0,7,WD,198000,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.5,2.25,1,2.0,40,8,58,71.0,2.0,71,6.037151702786378,0,1,0,0,0,0,0,0,0
2243,911103060,190,C,75.0,8250,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Feedr,Norm,2fmCon,2Story,6,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,CBlock,,957.0,GasA,1,0,SBrkr,1991,4,2,2,9,3,0,0,,,0.0,0.0,0,0,0,0,0,6,WD,119600,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.5,1.5,1,2.0,133,26,111,2.0,2.0,112,4.143646408839779,0,0,0,0,0,0,0,0,0
1957,535450190,50,RL,60.0,8064,Pave,0,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,7,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,CBlock,,672.0,GasA,4,1,SBrkr,924,3,1,2,6,3,1,1,Detchd,Unf,2.0,576.0,1,0,0,1,2000,7,WD,122900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,1.5,1,1.0,0,16,57,4.0,2.0,58,8.727272727272727,0,1,0,0,0,0,0,0,0
380,527355150,20,RL,80.0,9600,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,PosN,Norm,1Fam,1Story,5,Hip,WdShngl,BrkFace,BrkFace,None,0.0,2,PConc,,2524.0,GasA,2,1,SBrkr,2524,4,1,3,9,3,1,1,Attchd,Fin,2.0,542.0,1,474,0,1,0,7,WD,278000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,5.5,2.75,0,3.5,120,11,0,28.0,2.0,28,3.803486529318542,0,1,0,0,0,0,0,0,0
2860,909276010,70,RL,69.05520046484602,11435,Pave,0,IR1,HLS,AllPub,Corner,Mod,Crawfor,Norm,Norm,1Fam,2Story,7,Gable,CompShg,BrkFace,Stucco,None,0.0,2,PConc,,792.0,GasA,1,1,SBrkr,1517,3,1,3,7,3,2,1,Detchd,Unf,2.0,400.0,1,0,0,0,0,6,WD,230000,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.0,1.75,1,1.0,0,8,21,75.0,2.0,77,7.537903757415952,0,1,0,0,0,0,0,0,0
2517,533250130,120,RL,30.0,9549,Pave,0,IR1,Lvl,AllPub,CulDSac,Gtl,Veenker,Norm,Norm,TwnhsE,1Story,5,Hip,CompShg,BrkFace,BrkFace,None,0.0,3,PConc,,1494.0,GasA,4,1,SBrkr,1494,2,1,4,6,3,1,1,Attchd,Fin,2.0,481.0,1,0,0,0,0,4,WD,270000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.5,3.5,0,2.5,246,4,1,11.0,2.0,11,6.391566265060241,0,1,0,0,0,0,0,0,0
